20879
73
0
0
0 1 1 324 324 3 (D 0,1,1) (S 1,2,2) (D 0,1,1)
0 1 2 232 232 3 (D 0,1,1) (S 2,4,4) (D 0,1,1)
0 1 3 397 397 3 (D 0,1,1) (S 3,5,5) (D 0,1,1)
0 1 4 251 251 3 (D 0,1,1) (S 4,6,6) (D 0,1,1)
0 1 5 485 485 3 (D 0,1,1) (S 5,7,7) (D 0,1,1)
0 1 6 428 428 3 (D 0,1,1) (S 6,8,8) (D 0,1,1)
0 1 7 402 402 3 (D 0,1,1) (S 7,9,9) (D 0,1,1)
0 1 8 296 296 3 (D 0,1,1) (S 8,10,10) (D 0,1,1)
0 1 9 289 289 3 (D 0,1,1) (S 9,11,11) (D 0,1,1)
0 1 10 298 298 3 (D 0,1,1) (S 10,12,12) (D 0,1,1)
0 1 11 494 494 3 (D 0,1,1) (S 11,13,13) (D 0,1,1)
0 1 12 394 394 3 (D 0,1,1) (S 12,15,15) (D 0,1,1)
0 1 13 372 372 3 (D 0,1,1) (S 13,16,16) (D 0,1,1)
0 1 14 410 410 3 (D 0,1,1) (S 14,17,17) (D 0,1,1)
0 1 15 499 499 3 (D 0,1,1) (S 15,18,18) (D 0,1,1)
0 1 16 61 61 3 (D 0,1,1) (S 16,19,19) (D 0,1,1)
0 1 17 439 439 3 (D 0,1,1) (S 17,20,20) (D 0,1,1)
0 1 18 349 349 3 (D 0,1,1) (S 18,21,21) (D 0,1,1)
0 1 19 433 433 3 (D 0,1,1) (S 19,22,22) (D 0,1,1)
0 1 20 186 186 3 (D 0,1,1) (S 20,23,23) (D 0,1,1)
0 1 21 156 156 3 (D 0,1,1) (S 21,24,24) (D 0,1,1)
0 1 22 452 452 3 (D 0,1,1) (S 22,25,25) (D 0,1,1)
0 1 23 233 233 3 (D 0,1,1) (S 23,26,26) (D 0,1,1)
0 1 24 405 405 3 (D 0,1,1) (S 24,27,27) (D 0,1,1)
0 1 25 157 157 3 (D 0,1,1) (S 25,28,28) (D 0,1,1)
0 1 26 421 421 3 (D 0,1,1) (S 26,29,29) (D 0,1,1)
0 1 27 420 420 3 (D 0,1,1) (S 27,30,30) (D 0,1,1)
0 1 28 144 144 3 (D 0,1,1) (S 28,31,31) (D 0,1,1)
0 1 29 449 449 3 (D 0,1,1) (S 29,32,32) (D 0,1,1)
