704
110
0
0
0 1 1 5 5 3 (D 0,1,1) (S 1,3,3) (D 0,1,1)
0 1 2 12 12 3 (D 0,1,1) (S 2,4,4) (D 0,1,1)
0 1 3 4 4 3 (D 0,1,1) (S 3,5,5) (D 0,1,1)
0 1 4 20 20 3 (D 0,1,1) (S 4,6,6) (D 0,1,1)
0 1 5 10 10 3 (D 0,1,1) (S 5,7,7) (D 0,1,1)
0 1 6 12 12 3 (D 0,1,1) (S 6,8,8) (D 0,1,1)
0 1 7 16 16 3 (D 0,1,1) (S 7,9,9) (D 0,1,1)
0 1 8 5 5 3 (D 0,1,1) (S 8,10,10) (D 0,1,1)
0 1 9 2 2 3 (D 0,1,1) (S 9,11,11) (D 0,1,1)
0 1 10 6 6 3 (D 0,1,1) (S 10,12,12) (D 0,1,1)
0 1 11 4 4 3 (D 0,1,1) (S 11,13,13) (D 0,1,1)
0 1 12 7 7 3 (D 0,1,1) (S 12,14,14) (D 0,1,1)
0 1 13 6 6 3 (D 0,1,1) (S 13,15,15) (D 0,1,1)
0 1 14 8 8 3 (D 0,1,1) (S 14,16,16) (D 0,1,1)
0 1 15 8 8 3 (D 0,1,1) (S 15,17,17) (D 0,1,1)
0 1 16 10 10 3 (D 0,1,1) (S 16,18,18) (D 0,1,1)
0 1 17 6 6 3 (D 0,1,1) (S 17,19,19) (D 0,1,1)
0 1 18 7 7 3 (D 0,1,1) (S 18,20,20) (D 0,1,1)
0 1 19 6 6 3 (D 0,1,1) (S 19,21,21) (D 0,1,1)
0 1 20 11 11 3 (D 0,1,1) (S 20,22,22) (D 0,1,1)
0 1 21 10 10 3 (D 0,1,1) (S 21,23,23) (D 0,1,1)
0 1 22 8 8 3 (D 0,1,1) (S 22,24,24) (D 0,1,1)
0 1 23 6 6 3 (D 0,1,1) (S 23,25,25) (D 0,1,1)
0 1 24 14 14 3 (D 0,1,1) (S 24,26,26) (D 0,1,1)
0 1 25 28 28 3 (D 0,1,1) (S 25,27,27) (D 0,1,1)
0 1 26 2 2 3 (D 0,1,1) (S 26,28,28) (D 0,1,1)
0 1 27 3 3 3 (D 0,1,1) (S 27,29,29) (D 0,1,1)
0 1 28 3 3 3 (D 0,1,1) (S 28,30,30) (D 0,1,1)
0 1 29 5 5 3 (D 0,1,1) (S 29,31,31) (D 0,1,1)
0 1 30 16 16 3 (D 0,1,1) (S 30,32,32) (D 0,1,1)
0 1 31 10 10 3 (D 0,1,1) (S 31,34,34) (D 0,1,1)
0 1 32 4 4 3 (D 0,1,1) (S 32,35,35) (D 0,1,1)
0 1 33 3 3 3 (D 0,1,1) (S 33,36,36) (D 0,1,1)
0 1 34 9 9 3 (D 0,1,1) (S 34,37,37) (D 0,1,1)
0 1 35 8 8 3 (D 0,1,1) (S 35,38,38) (D 0,1,1)
