654
103
0
0
0 1 1 4 4 3 (D 0,1,1) (S 1,2,2) (D 0,1,1)
0 1 2 5 5 3 (D 0,1,1) (S 2,3,3) (D 0,1,1)
0 1 3 9 9 3 (D 0,1,1) (S 3,4,4) (D 0,1,1)
0 1 4 12 12 3 (D 0,1,1) (S 4,5,5) (D 0,1,1)
0 1 5 14 14 3 (D 0,1,1) (S 5,6,6) (D 0,1,1)
0 1 6 4 4 3 (D 0,1,1) (S 6,7,7) (D 0,1,1)
0 1 7 15 15 3 (D 0,1,1) (S 7,8,8) (D 0,1,1)
0 1 8 10 10 3 (D 0,1,1) (S 8,9,9) (D 0,1,1)
0 1 9 17 17 3 (D 0,1,1) (S 9,10,10) (D 0,1,1)
0 1 10 9 9 3 (D 0,1,1) (S 10,11,11) (D 0,1,1)
0 1 11 15 15 3 (D 0,1,1) (S 11,12,12) (D 0,1,1)
0 1 12 11 11 3 (D 0,1,1) (S 12,13,13) (D 0,1,1)
0 1 13 10 10 3 (D 0,1,1) (S 13,14,14) (D 0,1,1)
0 1 14 5 5 3 (D 0,1,1) (S 14,15,15) (D 0,1,1)
0 1 15 7 7 3 (D 0,1,1) (S 15,16,16) (D 0,1,1)
0 1 16 26 26 3 (D 0,1,1) (S 16,17,17) (D 0,1,1)
0 1 17 8 8 3 (D 0,1,1) (S 17,21,21) (D 0,1,1)
0 1 18 8 8 3 (D 0,1,1) (S 18,22,22) (D 0,1,1)
0 1 19 8 8 3 (D 0,1,1) (S 19,24,24) (D 0,1,1)
0 1 20 5 5 3 (D 0,1,1) (S 20,25,25) (D 0,1,1)
0 1 21 1 1 3 (D 0,1,1) (S 21,27,27) (D 0,1,1)
0 1 22 8 8 3 (D 0,1,1) (S 22,28,28) (D 0,1,1)
0 1 23 7 7 3 (D 0,1,1) (S 23,29,29) (D 0,1,1)
0 1 24 10 10 3 (D 0,1,1) (S 24,30,30) (D 0,1,1)
0 1 25 3 3 3 (D 0,1,1) (S 25,31,31) (D 0,1,1)
0 1 26 8 8 3 (D 0,1,1) (S 26,32,32) (D 0,1,1)
0 1 27 2 2 3 (D 0,1,1) (S 27,33,33) (D 0,1,1)
0 1 28 4 4 3 (D 0,1,1) (S 28,35,35) (D 0,1,1)
0 1 29 10 10 3 (D 0,1,1) (S 29,36,36) (D 0,1,1)
0 1 30 17 17 3 (D 0,1,1) (S 30,38,38) (D 0,1,1)
0 1 31 23 23 3 (D 0,1,1) (S 31,39,39) (D 0,1,1)
0 1 32 4 4 3 (D 0,1,1) (S 32,41,41) (D 0,1,1)
0 1 33 5 5 3 (D 0,1,1) (S 33,43,43) (D 0,1,1)
0 1 34 5 5 3 (D 0,1,1) (S 34,44,44) (D 0,1,1)
0 1 35 21 21 3 (D 0,1,1) (S 35,45,45) (D 0,1,1)
0 1 36 4 4 3 (D 0,1,1) (S 36,46,46) (D 0,1,1)
0 1 37 5 5 3 (D 0,1,1) (S 37,48,48) (D 0,1,1)
