654
105
0
0
0 1 1 4 4 3 (D 0,1,1) (S 1,2,2) (D 0,1,1)
0 1 2 9 9 3 (D 0,1,1) (S 2,3,3) (D 0,1,1)
0 1 3 6 6 3 (D 0,1,1) (S 3,4,4) (D 0,1,1)
0 1 4 4 4 3 (D 0,1,1) (S 4,5,5) (D 0,1,1)
0 1 5 7 7 3 (D 0,1,1) (S 5,6,6) (D 0,1,1)
0 1 6 15 15 3 (D 0,1,1) (S 6,7,7) (D 0,1,1)
0 1 7 18 18 3 (D 0,1,1) (S 7,10,10) (D 0,1,1)
0 1 8 2 2 3 (D 0,1,1) (S 8,11,11) (D 0,1,1)
0 1 9 11 11 3 (D 0,1,1) (S 9,12,12) (D 0,1,1)
0 1 10 6 6 3 (D 0,1,1) (S 10,13,13) (D 0,1,1)
0 1 11 13 13 3 (D 0,1,1) (S 11,14,14) (D 0,1,1)
0 1 12 7 7 3 (D 0,1,1) (S 12,15,15) (D 0,1,1)
0 1 13 13 13 3 (D 0,1,1) (S 13,16,16) (D 0,1,1)
0 1 14 2 2 3 (D 0,1,1) (S 14,18,18) (D 0,1,1)
0 1 15 16 16 3 (D 0,1,1) (S 15,19,19) (D 0,1,1)
0 1 16 9 9 3 (D 0,1,1) (S 16,21,21) (D 0,1,1)
0 1 17 5 5 3 (D 0,1,1) (S 17,22,22) (D 0,1,1)
0 1 18 2 2 3 (D 0,1,1) (S 18,23,23) (D 0,1,1)
0 1 19 6 6 3 (D 0,1,1) (S 19,24,24) (D 0,1,1)
0 1 20 7 7 3 (D 0,1,1) (S 20,25,25) (D 0,1,1)
0 1 21 6 6 3 (D 0,1,1) (S 21,27,27) (D 0,1,1)
0 1 22 2 2 3 (D 0,1,1) (S 22,28,28) (D 0,1,1)
0 1 23 9 9 3 (D 0,1,1) (S 23,29,29) (D 0,1,1)
0 1 24 4 4 3 (D 0,1,1) (S 24,30,30) (D 0,1,1)
0 1 25 6 6 3 (D 0,1,1) (S 25,31,31) (D 0,1,1)
0 1 26 6 6 3 (D 0,1,1) (S 26,32,32) (D 0,1,1)
0 1 27 10 10 3 (D 0,1,1) (S 27,34,34) (D 0,1,1)
0 1 28 11 11 3 (D 0,1,1) (S 28,36,36) (D 0,1,1)
0 1 29 6 6 3 (D 0,1,1) (S 29,37,37) (D 0,1,1)
0 1 30 9 9 3 (D 0,1,1) (S 30,38,38) (D 0,1,1)
0 1 31 19 19 3 (D 0,1,1) (S 31,39,39) (D 0,1,1)
0 1 32 7 7 3 (D 0,1,1) (S 32,40,40) (D 0,1,1)
