51495
212
0
0
0 1 1 86 86 3 (D 0,1,1) (S 1,2,2) (D 0,1,1)
0 1 2 405 405 3 (D 0,1,1) (S 2,3,3) (D 0,1,1)
0 1 3 324 324 3 (D 0,1,1) (S 3,7,7) (D 0,1,1)
0 1 4 373 373 3 (D 0,1,1) (S 4,12,12) (D 0,1,1)
0 1 5 102 102 3 (D 0,1,1) (S 5,20,20) (D 0,1,1)
0 1 6 324 324 3 (D 0,1,1) (S 6,23,23) (D 0,1,1)
0 1 7 445 445 3 (D 0,1,1) (S 7,24,24) (D 0,1,1)
0 1 8 417 417 3 (D 0,1,1) (S 8,26,26) (D 0,1,1)
0 1 9 368 368 3 (D 0,1,1) (S 9,27,27) (D 0,1,1)
0 1 10 292 292 3 (D 0,1,1) (S 10,29,29) (D 0,1,1)
0 1 11 428 428 3 (D 0,1,1) (S 11,31,31) (D 0,1,1)
0 1 12 340 340 3 (D 0,1,1) (S 12,33,33) (D 0,1,1)
0 1 13 274 274 3 (D 0,1,1) (S 13,34,34) (D 0,1,1)
0 1 14 271 271 3 (D 0,1,1) (S 14,37,37) (D 0,1,1)
0 1 15 458 458 3 (D 0,1,1) (S 15,39,39) (D 0,1,1)
0 1 16 444 444 3 (D 0,1,1) (S 16,42,42) (D 0,1,1)
0 1 17 175 175 3 (D 0,1,1) (S 17,46,46) (D 0,1,1)
0 1 18 75 75 3 (D 0,1,1) (S 18,47,47) (D 0,1,1)
0 1 19 491 491 3 (D 0,1,1) (S 19,48,48) (D 0,1,1)
0 1 20 447 447 3 (D 0,1,1) (S 20,49,49) (D 0,1,1)
0 1 21 241 241 3 (D 0,1,1) (S 21,53,53) (D 0,1,1)
0 1 22 431 431 3 (D 0,1,1) (S 22,54,54) (D 0,1,1)
0 1 23 160 160 3 (D 0,1,1) (S 23,57,57) (D 0,1,1)
0 1 24 409 409 3 (D 0,1,1) (S 24,59,59) (D 0,1,1)
0 1 25 475 475 3 (D 0,1,1) (S 25,61,61) (D 0,1,1)
0 1 26 209 209 3 (D 0,1,1) (S 26,62,62) (D 0,1,1)
0 1 27 169 169 3 (D 0,1,1) (S 27,65,65) (D 0,1,1)
0 1 28 275 275 3 (D 0,1,1) (S 28,68,68) (D 0,1,1)
0 1 29 168 168 3 (D 0,1,1) (S 29,69,69) (D 0,1,1)
0 1 30 280 280 3 (D 0,1,1) (S 30,70,70) (D 0,1,1)
0 1 31 335 335 3 (D 0,1,1) (S 31,71,71) (D 0,1,1)
0 1 32 349 349 3 (D 0,1,1) (S 32,72,72) (D 0,1,1)
0 1 33 113 113 3 (D 0,1,1) (S 33,73,73) (D 0,1,1)
0 1 34 253 253 3 (D 0,1,1) (S 34,75,75) (D 0,1,1)
0 1 35 374 374 3 (D 0,1,1) (S 35,82,82) (D 0,1,1)
0 1 36 294 294 3 (D 0,1,1) (S 36,84,84) (D 0,1,1)
0 1 37 66 66 3 (D 0,1,1) (S 37,86,86) (D 0,1,1)
0 1 38 56 56 3 (D 0,1,1) (S 38,88,88) (D 0,1,1)
0 1 39 422 422 3 (D 0,1,1) (S 39,89,89) (D 0,1,1)
0 1 40 75 75 3 (D 0,1,1) (S 40,90,90) (D 0,1,1)
0 1 41 326 326 3 (D 0,1,1) (S 41,92,92) (D 0,1,1)
0 1 42 279 279 3 (D 0,1,1) (S 42,93,93) (D 0,1,1)
0 1 43 384 384 3 (D 0,1,1) (S 43,99,99) (D 0,1,1)
0 1 44 371 371 3 (D 0,1,1) (S 44,102,102) (D 0,1,1)
